start_frame,frame,permeated_ion,ionic_force_magnitude,glu_force_magnitude,asn_force_magnitude,residue_force_magnitude,total_force_magnitude,cosine_total_motion,cosine_glu_motion,cosine_asn_motion,cosine_residue_motion,cosine_ionic_motion,motion_component_total,motion_component_glu,motion_component_asn,motion_component_residue,motion_component_ionic,motion_component_percent_total,motion_component_percent_glu,motion_component_percent_asn,motion_component_percent_residue,motion_component_percent_ionic
3500,3680,2202,15.7681230361516,2.957072437900681,3.90031781067757,6.671237578069385,14.986792488202795,0.3327962579668718,-0.9597781757070635,-0.2576402696481206,-0.6676076283299934,0.3376336240441925,4.987548458999914,-2.8381335898819544,-1.0048789324563365,-4.453769097520832,5.323848525070581,33.27962579668718,95.97781757070635,25.76402696481206,66.76076283299935,33.76336240441925
3500,4010,2183,9.834804864530529,5.80369477491007,4.041575042919015,7.755469930261813,8.330557415619289,0.06692425616197077,-0.10221110430290471,0.23441730969649976,0.05034266010381203,-0.03648556686547706,0.5575163584549105,-0.5932020519805562,0.947415148497591,0.39043098664450526,-0.3588284304937477,6.692425616197077,10.221110430290471,23.441730969649978,5.034266010381203,3.6485566865477064
3500,3861,2305,3.4244233548599374,1.2515209801926672,5.093697018757314,6.2478818940483825,3.603238344266534,0.253317318632603,-0.9426539614000561,-0.9899608674631283,-0.9959074186348656,0.8554009781321278,0.9127626757637783,-1.179751209753899,-5.04256071928334,-6.2223119290372395,2.929255087285693,25.3317318632603,94.2653961400056,98.99608674631283,99.59074186348657,85.54009781321278
3500,3814,2280,12.134406533474793,5.847377709393766,8.873503582026318,11.514949785464182,10.826859902179045,0.5417175741684562,-0.8993668910496806,-0.4430919817760197,-0.8841378588226728,0.9411798054229594,5.865100282070161,-5.258937911290674,-3.931778287456651,-10.180803047770898,11.420658380098894,54.17175741684562,89.93668910496805,44.30919817760197,88.41378588226728,94.11798054229594
3584,3600,2228,14.523710324192484,6.71498832330288,3.0833389886009384,6.798882680089885,12.714971552964213,0.940760283271514,-0.7412811770611748,-0.03722725522053595,-0.9568366662089673,0.939503194060642,11.961740239955855,-4.977694448250004,-0.11478424746007632,-6.5054202375630945,13.64507223919036,94.07602832715139,74.12811770611748,3.722725522053595,95.68366662089673,93.9503194060642
3638,3647,2197,12.324140160127213,6.3664574391479745,1.8995780741681831,8.472736814357932,9.497134514232563,0.15806557286842535,-0.7537473427355175,-0.3275240758019311,-0.675744078338153,0.338666792097667,1.5011700076006647,-4.798700377396553,-0.6221575531555463,-5.725401729620039,4.173777013392311,15.806557286842535,75.37473427355175,32.75240758019311,67.5744078338153,33.8666792097667
3669,3903,2248,11.763307861554106,3.3855980184603407,6.49440541923329,8.699321904357783,10.651648864946607,0.40424002735781467,-0.39792114587395044,0.46125925612073043,0.15724070525589876,0.11041506703035511,4.305822828571852,-1.3472010429743149,2.995604612621988,1.367887511489306,1.2988464260322,40.424002735781464,39.79211458739505,46.12592561207304,15.724070525589875,11.04150670303551
3808,3939,2438,10.90762398196894,5.956197449014232,6.421520858597826,6.907565294143055,10.035804842054542,0.9949755492430488,-0.8838143248509633,0.1315106871125677,-0.7812459313865119,0.9497989980812896,9.985380434819266,-5.264172627079544,0.8444986204218857,-5.396507281835936,10.360050329521545,99.49755492430488,88.38143248509634,13.15106871125677,78.12459313865119,94.97989980812896
3874,4719,2289,9.567704431098532,4.537617458446722,6.322804041337838,8.660741515034331,9.195834579248977,0.9828070392558143,-0.9730038735340969,0.1663523295238148,-0.49618675930314726,0.9204567033734683,9.037730956317924,-4.415119363684605,1.0518131813991398,-4.297345265507115,8.80665767950068,98.28070392558142,97.30038735340969,16.63523295238148,49.61867593031472,92.04567033734683
3902,4290,2170,9.168006714420947,5.167725638453482,11.567102061962908,9.948573448925984,12.501734304711512,0.7175607972555538,-0.09300482907148774,0.7554639678933533,0.86544976422763,-0.3926291660000051,8.9707544347659,-0.48062343969271093,8.738528820757887,8.609990545774252,-3.599626830165543,71.75607972555538,9.300482907148774,75.54639678933533,86.544976422763,39.26291660000051
3945,4378,2249,3.4658382849093385,2.585724224026312,3.49549528536752,5.842376165322146,4.397787336532066,-0.5593466160172387,-0.5340476628630545,-0.2041361274770008,-0.3584940083540802,-0.010843811098504814,-2.4598874646526765,-1.3808999786496372,-0.7135568711690393,-2.0944568498186764,-0.037582895659522775,55.93466160172387,53.40476628630545,20.41361274770008,35.84940083540802,1.0843811098504814
4006,4047,2269,12.23795973985077,5.0123555371861945,5.122156591407052,6.395921211248911,14.79164062526229,0.8658958964947476,-0.9628427244467416,0.40386317739673194,-0.6050852845193609,0.9500003769093784,12.808020919839619,-4.826110061320066,2.068650436129266,-3.870077805871963,11.62606636546003,86.58958964947476,96.28427244467416,40.386317739673196,60.508528451936094,95.00003769093784
4040,4907,2439,10.962594684468009,4.468368151565652,4.528031040943757,7.855529759845058,9.25818244851103,0.029287119882894872,-0.34725932210335614,-0.9622131482306462,-0.811406843729004,0.2644810291756139,0.27114549926725573,-1.551682495220915,-4.3569310031925825,-6.374030608255139,2.8993983245832133,2.9287119882894874,34.725932210335614,96.22131482306462,81.1406843729004,26.44810291756139
4062,4062,2263,12.555674477353238,4.826731190590125,9.176911692764097,11.44121237729452,12.987132865545682,0.5815780888334919,-0.9685624932173685,-0.3729548465722217,-0.8158340605954866,0.9557618244321733,7.553031911370689,-4.674990796048009,-3.422573692381661,-9.334130751903528,12.000234345451604,58.15780888334919,96.85624932173685,37.295484657222175,81.58340605954865,95.57618244321733
4310,4549,2308,17.60659220940746,5.093542650880599,6.075359387645407,8.342353361313574,14.972161005058775,0.9873860388733218,-0.784299221426033,-0.5439311721275284,-0.9355766317663762,0.9999428038945131,14.783302748158595,-3.9948615353859465,-3.3045773528179496,-7.80491085878266,17.605585180902185,98.73860388733218,78.4299221426033,54.39311721275284,93.55766317663762,99.9942803894513
4352,4453,2224,10.168485027862582,4.836286343450865,5.68311555575341,8.41741240094393,8.191372698100166,0.23378543232768234,-0.4281418035511337,-0.685075481611141,-0.7414444391185074,0.4664496685971334,1.9150236075825209,-2.070616357574771,-3.8933631264095347,-6.24104361644704,4.743086471381414,23.378543232768234,42.814180355113365,68.5075481611141,74.14444391185074,46.644966859713335
4391,4414,2441,7.9763855248236375,4.218503676715001,3.4480672790606097,7.3412769130079125,5.969178275163968,0.8068871208448649,-0.9229810729589795,0.050895423281311136,-0.7039783860669747,0.7467065709138188,4.816453072256771,-3.893599049815811,0.1754908436702285,-5.168100272890053,5.956019483527679,80.6887120844865,92.29810729589795,5.089542328131113,70.39783860669748,74.67065709138187
4452,4508,2256,10.573454160254164,5.346092501491997,8.015893182135747,11.991492420184327,5.622625262723498,0.7279761844826287,-0.8706668637145395,-0.40166959322978046,-0.7181558192885974,0.7405041101348175,4.09313728553309,-4.654665591401854,-3.2197405538418358,-8.61176006351048,7.829686263990294,72.79761844826287,87.06668637145395,40.166959322978045,71.81558192885974,74.05041101348175
4476,5470,2217,16.344737170917092,5.7114375416147265,5.593061728798687,8.900077815305599,14.082454692942779,0.2421475448945479,-0.67499580923756,-0.8831046898526566,-0.8770851428176283,0.4477096839546366,3.4100318299847983,-3.8551964053120122,-4.939259043337527,-7.806126021725316,7.317697113112893,24.21475448945479,67.499580923756,88.31046898526566,87.70851428176283,44.77096839546366
4530,4624,2186,12.27466813280853,7.06168763652971,15.33391565176883,18.207753277254138,20.16347003820008,0.20155240910245825,-0.6056496430466913,-0.21264497249154987,-0.4985732260535615,0.7064280635008249,4.063995962064462,-4.276908596371452,-3.260680071958129,-9.077898290627903,8.671170039175216,20.155240910245826,60.56496430466913,21.26449724915499,49.85732260535615,70.64280635008248
4556,4577,2178,14.851055174640386,7.136850610190117,9.399787310154588,6.305644232515962,20.70101632209624,0.7746998594376202,-0.9947445798362241,0.5954504800373429,-0.28041225577340373,0.9061761029788574,16.03707443494384,-7.099343461587468,5.597107866080474,-1.768179923344354,13.45767130327962,77.46998594376203,99.47445798362241,59.545048003734294,28.041225577340374,90.61761029788575
4661,4773,2201,11.416403772919821,5.217808685611921,9.81651019050213,14.359867454983375,8.244401622468066,-0.16998151646626816,-0.8106173202133184,-0.9574382635757189,-0.9801506165366138,0.6977279649064946,-1.4013958901440835,-4.229646094116513,-9.39870247116771,-14.074832939386011,7.9655441710301735,16.998151646626816,81.06173202133185,95.74382635757189,98.01506165366138,69.77279649064945
