start_frame,frame,permeated_ion,ionic_force_magnitude,glu_force_magnitude,asn_force_magnitude,residue_force_magnitude,total_force_magnitude,cosine_total_motion,cosine_glu_motion,cosine_asn_motion,cosine_residue_motion,cosine_ionic_motion,motion_component_total,motion_component_glu,motion_component_asn,motion_component_residue,motion_component_ionic,motion_component_percent_total,motion_component_percent_glu,motion_component_percent_asn,motion_component_percent_residue,motion_component_percent_ionic
0,927,1311,21.160794390477193,4.511242501990364,4.635125810210794,9.324292125743298,20.73613870607029,0.7864384525568385,-0.9649835445385948,-0.486176348083595,-0.8789235884212868,0.9323089663821758,16.30769683600588,-4.3532747798438205,-2.2534885393162982,-8.195340294646648,19.728398346011534,78.64384525568386,96.49835445385948,48.6176348083595,87.89235884212869,93.23089663821757
33,636,1314,16.759243462584312,2.849995771515001,10.378991064284707,13.400430186205362,12.269888486845636,0.3613458663962793,-0.8429843468213103,-0.873764100685379,-0.9850088386865198,0.8019372111031621,4.4336734858649685,-2.4025018238940694,-9.068789793306312,-13.199542175613928,13.439860962583763,36.13458663962793,84.29843468213103,87.37641006853791,98.50088386865198,80.1937211103162
93,468,1315,26.951742533919003,3.6511568562370202,37.74931141089521,38.21960338768056,34.92500101647027,0.4426812969122665,-0.9945767044808381,-0.08195168045746982,-0.19649222131872507,0.715163212100101,15.460644744633283,-3.6313555536188327,-3.0936195062352034,-7.509854767566022,19.27489476225243,44.26812969122665,99.45767044808382,8.195168045746982,19.649222131872506,71.5163212100101
468,575,1316,15.764906312354883,2.4901451883976082,6.245700628374861,9.098836815288749,17.000561486646525,0.9537468900228666,-0.39048219050727256,0.18140970227901576,-0.02478113870407337,0.8049010592579514,16.214232646531645,-0.972357347846643,1.1330306915173451,-0.2254795371653997,12.68918978991681,95.37468900228666,39.048219050727255,18.140970227901576,2.478113870407337,80.49010592579513
483,728,1305,16.356833808393564,3.2393314156728534,38.23947802644236,41.34334159944968,34.450090469680624,0.3335544586776914,-0.7591965681859331,-0.04722295055777774,-0.13693317181689899,0.8288556473025683,11.490981278011816,-2.4592892939957105,-1.805780980197916,-5.661274898722191,13.557454074076581,33.35544586776914,75.91965681859331,4.722295055777774,13.693317181689899,82.88556473025683
539,2286,1312,16.06253357686965,4.777996298915542,9.995004949479338,12.592224860616605,15.735556686096892,0.26763583550277104,-0.8470649022270752,-0.6581220533703874,-0.8992154366831292,0.6842050865082802,4.211398860784756,-4.047272967782221,-6.577933180798527,-11.323122976851517,10.990067175504254,26.763583550277104,84.70649022270752,65.81220533703875,89.92154366831292,68.42050865082801
665,6798,2279,5.588922253261314,4.412137275529883,10.269663961789387,16.52385546350943,7.916804591532848,-0.957138166205409,-0.8812310185093509,-0.9831051481017943,-0.9874417172208255,0.7917061883777521,-7.577475828946313,-3.8881122251182716,-10.096159510110615,-16.316344213996473,4.424784334269113,95.71381662054091,88.12310185093509,98.31051481017943,98.74417172208256,79.17061883777521
711,6726,2437,11.56239410923736,6.038851430194282,11.123973501614483,7.5669681250556975,19.003093202827667,0.9360464594704313,-0.8628896281069479,0.98283702696049,0.7396884205646225,0.6937799239619646,17.787778111493456,-5.210862264793454,10.93305304431405,5.597198700885292,8.021756905924963,93.60464594704312,86.2889628106948,98.283702696049,73.96884205646225,69.37799239619646
804,811,2313,28.127788469042482,5.682231316880709,12.21396736629722,14.0432539991362,33.45633217101383,-0.2798544613647625,-0.9046233753382696,-0.10001373073805687,-0.5128936522525487,-0.2117940079953375,-9.36290381895965,-5.140279273329448,-1.2215644434162638,-7.2026958331271755,-5.957297055903545,27.98544613647625,90.46233753382697,10.001373073805688,51.28936522525487,21.179400799533752
933,2571,2176,24.954700045374867,3.1710734002762417,9.862748302468255,11.934103555267821,18.176960134060508,0.2008257914250548,-0.7139149738363441,-0.7366569912984817,-0.8884812403614022,0.4038456080978097,3.650402404624372,-2.2638767835913396,-7.2654624904304725,-10.603227129385774,10.077846014722853,20.08257914250548,71.3914973836344,73.66569912984818,88.84812403614022,40.38456080978097
1077,1107,2229,7.011135603700916,3.2524945560097156,7.028991030248058,7.779247613750264,9.798704630226782,0.1983266350035697,-0.9804028579554009,0.8779883780003597,-0.35570873680693177,0.04199431944988275,1.9433441167067753,-3.188754958196308,6.171372433626569,-2.7671463419954447,0.29442786824826284,19.83266350035697,98.0402857955401,87.79883780003597,35.570873680693175,4.199431944988275
2442,6798,2289,8.808559094621197,30.90266676196028,4.12182500476352,26.686163619329484,31.215647345329845,-0.821835754966004,-0.6896334072706233,0.9969751555856972,-0.6155837703237342,-0.9927744587615945,-25.654135102801693,-21.311511372799306,4.109357125421127,-16.427569216262913,-8.74491248763208,82.1835754966004,68.96334072706233,99.69751555856972,61.55837703237342,99.27744587615945
2601,2665,2252,9.047215888707253,6.152315720211769,6.3591706899112,8.939184822307482,7.707057733323126,0.7352519887227416,-0.7842121201475754,0.600204930738171,0.0202279813158384,0.17444285736446685,5.666629525626813,-4.824720554764529,3.816805603490359,0.18082166356446194,1.5782221908192975,73.52519887227416,78.42121201475753,60.02049307381711,2.02279813158384,17.444285736446684
3944,6798,2315,11.046321041859906,7.970512154382196,7.33653031696321,4.883770611172825,9.545405505903364,0.42926243540477055,0.663453101717192,-0.8522085165751455,-0.6570393223687121,0.7600463426347712,4.097484014390184,5.288061011099446,-6.252253618227799,-3.208829332969224,8.395715907435138,42.92624354047705,66.34531017171919,85.22085165751456,65.70393223687121,76.00463426347713
5927,6798,2250,10.279229009426443,36.96856478935903,11.61383379335647,34.59414580374516,38.836789611995144,0.01753021601812063,0.2937090505586858,-0.08202485844475974,0.2977922940060243,-0.571958247348077,0.6808173113485783,10.858002064799901,-0.9526230729010314,10.30187003807615,-5.879289808321058,1.7530216018120632,29.37090505586858,8.202485844475973,29.779229400602432,57.1958247348077
