start_frame,frame,permeated_ion,ionic_force_magnitude,glu_force_magnitude,asn_force_magnitude,residue_force_magnitude,total_force_magnitude,cosine_total_motion,cosine_glu_motion,cosine_asn_motion,cosine_residue_motion,cosine_ionic_motion,motion_component_total,motion_component_glu,motion_component_asn,motion_component_residue,motion_component_ionic,motion_component_percent_total,motion_component_percent_glu,motion_component_percent_asn,motion_component_percent_residue,motion_component_percent_ionic
40,594,2400,23.034692563163766,0.0,13.878219030645507,13.878219030645507,30.45065961797531,-0.3787161164159302,0.0,-0.25207058460353404,-0.25207058460353404,-0.34877238958073875,-11.532155552823003,0.0,-3.4982907843107043,-3.4982907843107043,-8.033864768512299,37.87161164159302,0.0,25.207058460353405,25.207058460353405,34.877238958073875
50,692,2399,9.009064629146058,0.0,6.01154763223021,6.01154763223021,15.019013448522308,0.22602728527346866,0.0,0.21468317320272348,0.21468317320272348,0.23355684550219036,3.3947068372552143,0.0,1.2905781215465004,1.2905781215465004,2.104128715708714,22.602728527346866,0.0,21.468317320272348,21.468317320272348,23.355684550219035
138,565,2398,20.362612225547107,0.0,11.232839619183812,11.232839619183812,15.944924793246445,0.718725097071021,0.0,-0.6829335439250324,-0.6829335439250324,0.9395307624276515,11.46001761981618,0.0,-7.671282969470711,-7.671282969470711,19.13130058928689,71.8725097071021,0.0,68.29335439250323,68.29335439250323,93.95307624276515
574,969,2397,11.03425402308687,0.0,3.75132170472788,3.75132170472788,12.535968839288538,0.46042170582435776,0.0,0.857911438923593,0.857911438923593,0.2314184855845346,5.771832157146223,0.0,3.2183018015684013,3.2183018015684013,2.5535303555778217,46.04217058243577,0.0,85.7911438923593,85.7911438923593,23.14184855845346
594,707,2276,16.290251024970477,0.0,12.38580335336098,12.38580335336098,23.97481268941067,0.18594720773873247,0.0,-0.4454542911398726,-0.4454542911398726,0.6123514434083066,4.458049475655045,0.0,-5.517309252969273,-5.517309252969273,9.975358728624318,18.594720773873245,0.0,44.54542911398726,44.54542911398726,61.23514434083066
699,787,2520,16.69319933408097,0.0,13.272831956282756,13.272831956282756,26.426168293735476,0.2443302620785968,0.0,0.24927880149694315,0.24927880149694315,0.18858440011447433,6.456712624941494,0.0,3.3086356425324928,3.3086356425324928,3.148076982409002,24.43302620785968,0.0,24.927880149694314,24.927880149694314,18.858440011447435
706,959,2223,14.149387459261723,0.0,6.118276278478736,6.118276278478736,19.103165134888677,0.5861238713716854,0.0,0.1072187922362808,0.1072187922362808,0.7449670129901985,11.196821104313557,0.0,0.6559941931463769,0.6559941931463769,10.54082691116718,58.61238713716854,0.0,10.721879223628079,10.721879223628079,74.49670129901985
738,777,2391,10.45276108820162,0.0,8.62905140867106,8.62905140867106,12.98805785696015,0.288009619787326,0.0,-0.5954005011232459,-0.5954005011232459,0.8493858286038185,3.740685605158885,0.0,-5.137741532941001,-5.137741532941001,8.878427138099886,28.800961978732598,0.0,59.54005011232459,59.54005011232459,84.93858286038186
789,794,2247,7.820385367268257,0.0,10.968384577576531,10.968384577576531,10.689836049135351,-0.6081762367199257,0.0,-0.8829162254833155,-0.8829162254833155,0.40699534637881285,-6.501304259516137,0.0,-9.68416471088328,-9.68416471088328,3.1828604513671435,60.81762367199257,0.0,88.29162254833155,88.29162254833155,40.699534637881285
939,946,2381,15.203451539619078,24.151064879992838,7.703445028367406,25.513507260259225,39.02538253750939,-0.5615310778911461,-0.4582206072548425,-0.8808902077573204,-0.6997236688996749,-0.2671472464111686,-21.913965121401958,-11.066515615161418,-6.785889291485661,-17.852404906647077,-4.061560214754879,56.15310778911461,45.82206072548425,88.08902077573204,69.97236688996749,26.71472464111686
963,1186,2343,8.7760603689633,0.0,7.487448760268555,7.487448760268555,8.424564238813828,0.6602588290372057,0.0,-0.3630453996465552,-0.3630453996465552,0.9435528470448431,5.562392919467936,0.0,-2.718283827504802,-2.718283827504802,8.280676746972738,66.02588290372057,0.0,36.30453996465552,36.30453996465552,94.3552847044843
1193,1225,2230,13.500793941744657,0.0,0.8809095697877508,0.8809095697877508,14.01267876939661,0.9701336090758607,0.0,0.43179151902740154,0.43179151902740154,0.978742539374201,13.594170627375423,0.0,0.3803692812644277,0.3803692812644277,13.213801346110994,97.01336090758606,0.0,43.17915190274015,43.17915190274015,97.8742539374201
1199,1219,2515,18.241431304377944,0.0,2.218504879955002,2.218504879955002,18.865799449100404,0.3153012235401238,0.0,0.10282133340610115,0.10282133340610115,0.31358833218674914,5.948409649363951,0.0,0.22810962992491568,0.22810962992491568,5.720300019439035,31.53012235401238,0.0,10.282133340610116,10.282133340610116,31.358833218674913
