ion_id,frame,ionic_force,ionic_force_magnitude,ionic_motion_component,cosine_ionic_motion,radial_force,axial_force,motion_vector,contributing_ion,contrib_force,contrib_magnitude,contrib_distance,contrib_cosine_with_motion,contrib_motion_component,contrib_before_closest_residue,contrib_closest_residue,contrib_next_closest_residue
1403,5331,"[-0.8413608223199844, 1.3609232306480408, -7.492941617965698]",7.661864927241597,6.197000074719476,0.8088109270480839,1.6000000228288938,-7.492941617965698,"[2.7154808044433594, -0.8539695739746094, -5.8134613037109375]",1320,"[1.4149909019470215, 1.8132896423339844, -2.7240469455718994]",3.565199851989746,9.649994850158691,0.7856163304683783,2.8008792644006775,1105,1105,1105
1403,5331,"[-0.8413608223199844, 1.3609232306480408, -7.492941617965698]",7.661864927241597,6.197000074719476,0.8088109270480839,1.6000000228288938,-7.492941617965698,"[2.7154808044433594, -0.8539695739746094, -5.8134613037109375]",1309,"[-0.5008364319801331, -1.207638144493103, -1.198835849761963]",1.773819088935852,13.680891036987305,0.5783594576891403,1.0259050877299867,455,455,455
1403,5331,"[-0.8413608223199844, 1.3609232306480408, -7.492941617965698]",7.661864927241597,6.197000074719476,0.8088109270480839,1.6000000228288938,-7.492941617965698,"[2.7154808044433594, -0.8539695739746094, -5.8134613037109375]",1306,"[-1.5940940380096436, 0.8364765644073486, -1.796245813369751]",2.5430941581726074,11.42583179473877,0.3280007218306903,0.8341367175995344,780,780,780
1469,5886,"[-1.1996039599180222, 1.8626963198184967, -11.000382900238037]",11.221279391957308,3.2491319521505266,0.28955093609729526,2.215555740782969,-11.000382900238037,"[-0.178253173828125, -3.5076141357421875, -1.7310256958007812]",2434,"[-2.1075210571289062, -1.6291656494140625, -2.518554925918579]",3.665916681289673,9.516510963439941,0.7280037094661771,2.668800894930122,455,455,455
1469,5886,"[-1.1996039599180222, 1.8626963198184967, -11.000382900238037]",11.221279391957308,3.2491319521505266,0.28955093609729526,2.215555740782969,-11.000382900238037,"[-0.178253173828125, -3.5076141357421875, -1.7310256958007812]",1355,"[0.08797405660152435, 0.13495370745658875, -1.4901376962661743]",1.498820185661316,14.883130073547363,0.3561971268230643,0.5338754844760718,,,
1469,5886,"[-1.1996039599180222, 1.8626963198184967, -11.000382900238037]",11.221279391957308,3.2491319521505266,0.28955093609729526,2.215555740782969,-11.000382900238037,"[-0.178253173828125, -3.5076141357421875, -1.7310256958007812]",1476,"[0.41797372698783875, 0.5490890145301819, -3.075044631958008]",3.1515235900878906,10.263813972473145,0.26924575235665504,0.8485343115474436,,,
1469,5886,"[-1.1996039599180222, 1.8626963198184967, -11.000382900238037]",11.221279391957308,3.2491319521505266,0.28955093609729526,2.215555740782969,-11.000382900238037,"[-0.178253173828125, -3.5076141357421875, -1.7310256958007812]",1380,"[1.5758421421051025, 0.7378226518630981, -1.3699907064437866]",2.214618444442749,12.243894577026367,-0.05736134929523411,-0.12703350737568098,1105,1105,1105
1469,5886,"[-1.1996039599180222, 1.8626963198184967, -11.000382900238037]",11.221279391957308,3.2491319521505266,0.28955093609729526,2.215555740782969,-11.000382900238037,"[-0.178253173828125, -3.5076141357421875, -1.7310256958007812]",2443,"[-1.1738728284835815, 2.0699965953826904, -2.5466549396514893]",3.485443115234375,9.759779930114746,-0.193675568066016,-0.6750452029345015,780,780,780
2436,5433,"[-2.0779941082000732, 0.8052382115274668, -6.636835217475891]",7.001003484854612,6.051620625228075,0.8643933170894211,2.228557401328979,-6.636835217475891,"[1.0330657958984375, 1.6155204772949219, -5.069999694824219]",1469,"[1.1431920528411865, 1.02493155002594, -3.420396089553833]",3.749197483062744,9.410222053527832,0.9928946105038673,3.722558026865098,1105,1105,1105
2436,5433,"[-2.0779941082000732, 0.8052382115274668, -6.636835217475891]",7.001003484854612,6.051620625228075,0.8643933170894211,2.228557401328979,-6.636835217475891,"[1.0330657958984375, 1.6155204772949219, -5.069999694824219]",2434,"[-0.40666353702545166, -0.174024760723114, -1.8346890211105347]",1.8872582912445068,13.263354301452637,0.8407321155935801,1.586678610431468,,,
2436,5433,"[-2.0779941082000732, 0.8052382115274668, -6.636835217475891]",7.001003484854612,6.051620625228075,0.8643933170894211,2.228557401328979,-6.636835217475891,"[1.0330657958984375, 1.6155204772949219, -5.069999694824219]",1306,"[-1.636364459991455, 1.1709693670272827, -1.7953139543533325]",2.6966664791107178,11.095718383789062,0.6364700166104801,1.7163473587024638,780,780,780
2436,5433,"[-2.0779941082000732, 0.8052382115274668, -6.636835217475891]",7.001003484854612,6.051620625228075,0.8643933170894211,2.228557401328979,-6.636835217475891,"[1.0330657958984375, 1.6155204772949219, -5.069999694824219]",1309,"[-0.640687882900238, -1.2333738803863525, -1.1129107475280762]",1.7805230617523193,13.655111312866211,0.30959821103666846,0.551246759031236,130,455,455
2436,5433,"[-2.0779941082000732, 0.8052382115274668, -6.636835217475891]",7.001003484854612,6.051620625228075,0.8643933170894211,2.228557401328979,-6.636835217475891,"[1.0330657958984375, 1.6155204772949219, -5.069999694824219]",1320,"[-0.537470281124115, 0.01673593558371067, 1.5264745950698853]",1.6184186935424805,14.322657585144043,-0.9424075972696683,-1.525210077137657,,,
2434,6017,"[-0.8119779080152512, -0.011606216430664062, -5.009792447090149]",5.075181099260022,5.0078654323088685,0.9867363024817049,0.8120608520084311,-5.009792447090149,"[-2.9125900268554688, 0.1522216796875, -8.711753845214844]",1355,"[-1.0107395648956299, 1.0179250240325928, -3.474121332168579]",3.7586281299591064,9.398409843444824,0.9662323642810159,3.6317080717004973,455,780,455
2434,6017,"[-0.8119779080152512, -0.011606216430664062, -5.009792447090149]",5.075181099260022,5.0078654323088685,0.9867363024817049,0.8120608520084311,-5.009792447090149,"[-2.9125900268554688, 0.1522216796875, -8.711753845214844]",1476,"[0.19876165688037872, -1.0295312404632568, -1.5356711149215698]",1.8594963550567627,13.361997604370117,0.7400699520279647,1.3761573484474927,98,130,98
2444,5582,"[-0.011387579143047333, 0.7488982081413269, -5.534487962722778]",5.584938246090046,3.87114326648844,0.6931398514922855,0.7489847816317962,-5.534487962722778,"[1.6045913696289062, -2.307353973388672, -3.4020919799804688]",2434,"[-0.2705686688423157, -1.578347086906433, -1.934159755706787]",2.511047840118408,11.498509407043457,0.8833188285271076,2.218055772580776,455,130,455
2444,5582,"[-0.011387579143047333, 0.7488982081413269, -5.534487962722778]",5.584938246090046,3.87114326648844,0.6931398514922855,0.7489847816317962,-5.534487962722778,"[1.6045913696289062, -2.307353973388672, -3.4020919799804688]",2443,"[-0.07851993292570114, 0.13867592811584473, -1.5529817342758179]",1.5611369609832764,14.58305549621582,0.702195832082078,1.096223878320914,,,
2444,5582,"[-0.011387579143047333, 0.7488982081413269, -5.534487962722778]",5.584938246090046,3.87114326648844,0.6931398514922855,0.7489847816317962,-5.534487962722778,"[1.6045913696289062, -2.307353973388672, -3.4020919799804688]",1309,"[0.9512708783149719, 0.9681544303894043, -2.003573179244995]",2.420029878616333,11.71274471282959,0.5720386383493259,1.384350614990204,1105,1105,1105
2444,5582,"[-0.011387579143047333, 0.7488982081413269, -5.534487962722778]",5.584938246090046,3.87114326648844,0.6931398514922855,0.7489847816317962,-5.534487962722778,"[1.6045913696289062, -2.307353973388672, -3.4020919799804688]",1469,"[-1.059220314025879, 0.999154806137085, -1.5712475776672363]",2.1422131061553955,12.449092864990234,0.1418053295081253,0.30377723401855405,780,780,780
2444,5582,"[-0.011387579143047333, 0.7488982081413269, -5.534487962722778]",5.584938246090046,3.87114326648844,0.6931398514922855,0.7489847816317962,-5.534487962722778,"[1.6045913696289062, -2.307353973388672, -3.4020919799804688]",1306,"[0.44565045833587646, 0.22126013040542603, 1.527474284172058]",1.606467604637146,14.375834465026855,-0.7041937092394214,-1.131264359448302,,,
2443,6202,"[0.6958926133811474, 0.9939078241586685, -11.50406563282013]",11.567871255184139,10.889507311660157,0.9413579276117917,1.213309231928226,-11.50406563282013,"[-2.0924835205078125, 2.2961883544921875, -8.451950073242188]",1327,"[-0.059498030692338943, -0.12091635167598724, -1.616925835609436]",1.6225320100784302,14.30449104309082,0.9248798548251941,1.500647116887409,,,
2443,6202,"[0.6958926133811474, 0.9939078241586685, -11.50406563282013]",11.567871255184139,10.889507311660157,0.9413579276117917,1.213309231928226,-11.50406563282013,"[-2.0924835205078125, 2.2961883544921875, -8.451950073242188]",1443,"[-0.04559451341629028, -0.2811105251312256, -4.0620198249816895]",4.071990489959717,9.029541015625,0.9213048386844982,3.7515445974993913,SF,SF,SF
2443,6202,"[0.6958926133811474, 0.9939078241586685, -11.50406563282013]",11.567871255184139,10.889507311660157,0.9413579276117917,1.213309231928226,-11.50406563282013,"[-2.0924835205078125, 2.2961883544921875, -8.451950073242188]",1476,"[-1.0176137685775757, 2.565093994140625, -1.9819310903549194]",3.397542715072632,9.885225296020508,0.8096458300429167,2.7508062114558847,780,780,780
2443,6202,"[0.6958926133811474, 0.9939078241586685, -11.50406563282013]",11.567871255184139,10.889507311660157,0.9413579276117917,1.213309231928226,-11.50406563282013,"[-2.0924835205078125, 2.2961883544921875, -8.451950073242188]",1380,"[2.384357213973999, 0.7816745042800903, -2.3590643405914307]",3.4440324306488037,9.818280220031738,0.5399165510412918,1.8594900751157475,1105,1105,1105
