frame,resid,pdb_label,com_to_sf_com_distance,min_atom_to_sf_com_distance,radial_distance,z_offset_from_sf
57,424,E152.C,8.846977021342585,8.25599931882853,8.816986188033333,0.5572225337109558
58,424,E152.C,9.13954080936207,8.477887819082474,9.093314936846824,0.6869618405806364
59,424,E152.C,9.129673492307653,8.779721746602966,9.096886318982602,0.6615441023387802
60,424,E152.C,8.844947382468519,8.483521549416306,8.810015852789858,0.782859477638226
61,424,E152.C,8.589926965082652,7.896451713738572,8.560277631447034,0.7090538923843326
62,424,E152.C,9.068866173332355,8.450723023055675,9.037763162916278,0.7640262987070798
63,424,E152.C,8.625047738009105,8.043376007347923,8.576278319417382,0.716220980624712
64,424,E152.C,8.718369315918128,8.080976753983908,8.692533806417863,0.8756006657463757
65,424,E152.C,8.558380515741518,7.712608832576117,8.553706543473597,0.3981892741010995
66,424,E152.C,9.004388461544606,8.273205548357598,8.981191617450214,0.7739027663351976
67,424,E152.C,8.812511893344533,8.118622991670097,8.763895996260047,1.0852300562604285
68,424,E152.C,8.724903290953167,8.230485940499783,8.713548793551071,0.5306841968656357
69,424,E152.C,8.722442748811616,7.999275365087795,8.694054775988976,0.7744695755762763
70,424,E152.C,8.854910981891692,8.31118903544726,8.831216710274733,0.6093946234921219
71,424,E152.C,8.738022758189222,7.663950625670931,8.731773911951452,0.4481397833872762
72,424,E152.C,8.852769700451574,8.473994910171024,8.806564896857223,0.9565214019505248
73,424,E152.C,8.963483527687602,8.431748516854135,8.92171251628472,0.7118660578970548
74,424,E152.C,8.737754286940447,8.073679359075394,8.715704532787006,0.7078242659647174
75,424,E152.C,8.768789225388566,8.037179429014543,8.706279616837787,0.9713683893722873
76,424,E152.C,8.680090176875938,8.121477326656796,8.622018676826283,0.774957364136867
77,424,E152.C,8.79416814029209,8.502288955407469,8.720205181734729,0.9683237462701015
78,424,E152.C,9.121883503357001,8.717613505170126,9.077292013041255,0.4609614053544817
79,424,E152.C,8.801267241333049,8.366637834736043,8.779874833852583,0.558349436050932
80,424,E152.C,8.468077071752177,7.790921565711036,8.449409427348872,0.6090527434492543
81,424,E152.C,9.080947582065335,8.692178658371395,9.066643757222113,0.38188850273847663
82,424,E152.C,8.848077092928785,8.456615404849162,8.803550148997466,0.582174972508156
83,424,E152.C,8.738853043917407,8.25744195568661,8.72836028014008,0.46834680425826036
84,424,E152.C,8.67086804358275,8.380553532751472,8.656789865072337,0.5836383853517901
85,424,E152.C,8.939281624733114,8.46121087372864,8.920806732701728,0.5351470683033597
86,424,E152.C,8.793964003848298,8.346289386751401,8.765410243938433,0.8195933107854501
87,424,E152.C,8.738913839989477,8.167884086716303,8.715948176534837,0.6053683907905452
88,424,E152.C,8.67906410850542,8.034467968331509,8.66469461873514,0.5442741320039204
89,424,E152.C,8.775438879573162,8.388412902986586,8.766862514058252,0.635516839427666
90,424,E152.C,8.944389062780342,8.216514051546465,8.91468484786134,0.7270446738454979
91,424,E152.C,8.721816506269404,8.00596059509212,8.68825522637883,0.6846514862668158
92,424,E152.C,8.721702653492455,8.023868844545847,8.704918100053195,0.5016005749433248
93,424,E152.C,8.573528147400797,7.958331660183322,8.55075930567064,0.4667838698841251
94,424,E152.C,8.988846417629928,8.478451566277057,8.943193671002593,0.7061242290013041
95,424,E152.C,8.742741033993209,8.136601150485346,8.713407691823239,0.44882689579644364
96,424,E152.C,8.614693985942601,7.832803594042182,8.586580455228482,0.587229849701032
97,424,E152.C,8.582960049552286,7.7084752330874755,8.578118753010873,0.20413796060140044
98,424,E152.C,8.887619708378905,8.203871661853874,8.830985074727051,0.6645165721467663
99,424,E152.C,8.94831160339977,8.357094838675321,8.91848798839489,0.4613710851750028
100,424,E152.C,8.976897476043286,8.15422530299156,8.943500631595015,0.5255248367604679
101,424,E152.C,8.701874994316816,7.892224033216824,8.694473786091224,0.06299304437456499
102,424,E152.C,9.15874828129888,8.58082807385986,9.084792664441586,0.9634237153494354
103,424,E152.C,8.829200574106626,8.258585347510474,8.819095470701468,0.37494204924146857
104,424,E152.C,8.66135651345956,7.839098019238821,8.649375856170614,0.26202511606885537
105,424,E152.C,8.809712496588753,8.121141030063614,8.79652669243989,0.47705362492693837
106,424,E152.C,8.976676069427363,8.428580250954107,8.965058118201863,0.5156253073338632
107,424,E152.C,8.678930439415478,7.7646573276570185,8.645809066942016,0.48138687261509006
108,424,E152.C,8.792036105041518,8.119632945869888,8.789887031053725,0.16844880401200157
109,424,E152.C,8.637373730405207,7.92003560757615,8.623571431764137,0.43067329884345895
110,424,E152.C,8.681262092483815,8.060728101254693,8.635328234017242,0.7506481818112292
111,424,E152.C,9.127634297214698,8.665884896527645,9.062024304177271,0.8399185287300526
112,424,E152.C,8.51020729306658,8.021876603333652,8.470658331058825,0.7915565350416216
113,424,E152.C,8.839316542311758,8.25386392318272,8.821187614776216,0.742812585922934
114,424,E152.C,8.754329184600993,8.038564689884053,8.723981153260484,0.8931780782243095
115,424,E152.C,8.774282874536691,8.102506905597084,8.727860302327517,0.996771995240664
116,424,E152.C,8.8158320993302,8.234361977272844,8.760852615446625,0.8745497284571826
117,424,E152.C,8.7829517539201,8.201484822999499,8.728822682463687,0.9144259851128851
118,424,E152.C,8.874452616854738,8.391840572156967,8.807062927126829,0.9704559732708873
119,424,E152.C,8.747498664540258,8.25041190825139,8.688398192424364,0.8748152938825058
120,424,E152.C,8.956910175189476,8.425896677886541,8.907703088062418,0.6567396655252367
121,424,E152.C,8.607647207134788,7.808969915225544,8.575773542319968,0.701062303564143
122,424,E152.C,8.940968741931963,8.161260453963534,8.891036971973632,0.8235875035286995
123,424,E152.C,8.91125355015762,8.407683072095486,8.86799547994546,0.6361447979833628
124,424,E152.C,8.937191857476588,8.206092372818132,8.929569440879888,0.46813716679211836
125,424,E152.C,8.79873902530441,8.144007289830407,8.750000470300833,0.8908810304712489
126,424,E152.C,8.823917473206127,8.279062260760837,8.79918241873244,0.8788780540425734
127,424,E152.C,8.996215039156246,8.466232724684195,8.969858040105732,0.6388363361526501
128,424,E152.C,8.5214042663645,7.646424434380761,8.47899283118001,0.7109920781238941
129,424,E152.C,8.885179644519408,8.257814112094957,8.860298265463182,0.4971494581901936
130,424,E152.C,8.584126669567942,7.841458090788739,8.571300827534053,0.47215240460850794
131,424,E152.C,8.847569021367288,8.470941624271255,8.809760278211579,0.7076079727314379
132,424,E152.C,8.658988961438489,7.880999851145914,8.616086128630194,0.6379445407828968
133,424,E152.C,8.95039207199778,8.251236892641648,8.902320673353247,0.5041530720017988
134,424,E152.C,8.745524890285571,8.150056592077819,8.700314400082497,0.6320186509534267
135,424,E152.C,8.992666256648672,8.203416951176228,8.937720790385368,0.9765523121246247
136,424,E152.C,8.771152385934418,8.01654680857144,8.736462557301241,0.6475322171935147
137,424,E152.C,8.706699538310614,7.928541615746671,8.685075916016372,0.6290115988120846
138,424,E152.C,8.60495301180426,8.066888522314645,8.563786948764404,0.7373720951689222
139,424,E152.C,8.71693749450522,7.97778149643796,8.7007886622784,0.45131401814087724
140,424,E152.C,8.570506491967686,7.789380615238918,8.49732788881862,0.9177743285154776
141,424,E152.C,8.930903642026191,8.338469589849348,8.884340457288074,0.5505732281823867
142,424,E152.C,8.732361683241379,8.179517965749154,8.707932960836308,0.6599335839092646
143,424,E152.C,8.668735023195294,8.095911789254647,8.623899788123735,0.8347215115624493
144,424,E152.C,8.895647379658579,8.117311428916445,8.835549897842137,0.7578191298086807
145,424,E152.C,8.845027823347573,8.129969515403968,8.811101337438963,0.40482501908874724
146,424,E152.C,9.03180819630707,8.646121478364561,8.996298798568445,0.6586642252254507
147,424,E152.C,8.757319477844659,7.951473542117478,8.737867005844375,0.3397964902822679
148,424,E152.C,9.1233053632478,8.344279890940317,9.102369095568333,0.4073982541656278
149,424,E152.C,8.89891359522423,8.517130608514709,8.857094379984193,0.6257234698459229
150,424,E152.C,8.942733081891372,8.377114197015716,8.902636736796566,0.7047823129465343
151,424,E152.C,8.987157691645793,8.365843516921995,8.966383372061069,0.5154632964489139
152,424,E152.C,8.759797185566391,8.247218638888986,8.748075767824362,0.5930979828395522
153,424,E152.C,8.900094753084387,8.175635655241404,8.859905144124392,0.6459657494040414
154,424,E152.C,8.974703419499425,8.377268672684288,8.94426519555011,0.568576600555474
155,424,E152.C,8.960030668225686,8.426404495867965,8.942006855911236,0.3804350494762332
156,424,E152.C,9.21500581507364,8.694989412371626,9.19415641748352,0.6591058958478015
157,424,E152.C,8.9708282741038,8.677413462022914,8.93130374814656,0.6702066258519324
158,424,E152.C,8.900802919088514,8.351779364439103,8.866565831386058,0.6801707928414942
159,424,E152.C,8.81204352576767,8.015795603945538,8.77566867371278,0.6444344316929289
160,424,E152.C,9.067203394339096,8.596997532616214,9.005420560172283,0.8869818981206947
161,424,E152.C,8.388797079543082,7.582486748981783,8.36809865840313,0.42461035545861137
162,424,E152.C,9.177783227127435,8.731709534790719,9.11459494921469,0.9068433322198075
163,424,E152.C,8.978706927669489,8.404558264080356,8.9025024220196,0.8082029134984339
164,424,E152.C,9.050473428888479,8.53682777313113,8.955180088335705,0.8130761951634184
165,424,E152.C,8.870403793938406,8.06027424216728,8.829737304037746,0.6680272793514064
166,424,E152.C,8.681886466349647,7.955111450840291,8.60072655955177,0.9236778696864576
167,424,E152.C,8.545157661246753,7.88944061139192,8.51448651979266,0.5458265162937579
168,424,E152.C,8.80960013474769,8.208426040220832,8.747961346161713,0.885731123218747
169,424,E152.C,8.50996596273465,7.730571464786836,8.420163810149889,0.9759220369898287
170,424,E152.C,8.841323829934193,8.282728568674397,8.78984074366079,0.7576572260101102
171,424,E152.C,9.142629142078889,8.548465049931053,9.009508089719962,1.068059385936678
172,424,E152.C,8.724582930941818,8.200322034941616,8.657507000890966,1.0628770781896293
173,424,E152.C,9.096850749628732,8.528268586161909,9.039911514822482,1.1352673649200824
174,424,E152.C,8.501303303529218,8.060612770486586,8.45802339318127,0.7903382874486482
175,424,E152.C,9.430430154397943,9.008721919966527,9.37224321159971,1.016726304094334
176,424,E152.C,8.773150859806632,8.098474379706577,8.739721084672226,0.5567481337983367
177,424,E152.C,8.840284666936801,8.006262609741881,8.779389744692612,1.0203279416429325
178,424,E152.C,9.2483776825509,8.81066444623027,9.187518691370803,0.8513952190058802
179,424,E152.C,9.261190814294737,8.93280275234686,9.19271918936434,0.99836570876964
180,424,E152.C,8.851426379837097,8.235072237212828,8.740595829527274,1.0298608509292677
181,424,E152.C,8.762434812645724,8.12423369881048,8.642723789592067,1.1989263658204408
182,424,E152.C,8.990227202780753,8.555734691421023,8.781352962854362,1.5219211006574511
183,424,E152.C,8.616199013859902,7.999168105175878,8.524563484330702,1.03141623454772
184,424,E152.C,8.78239826964708,8.143135213490645,8.696371688377706,1.1576356599195776
185,424,E152.C,8.829999259208824,8.332061304556055,8.741428390275141,1.0972326849608862
186,424,E152.C,8.793356321615041,8.140947602932414,8.640042099863066,1.1627344716030592
187,424,E152.C,8.701265903592454,7.9378737672640955,8.595066233550915,0.8543860350982868
188,424,E152.C,9.251374788034713,8.85340963557615,9.195575895166428,0.6726643880179353
189,424,E152.C,8.76699349673824,8.242517157585883,8.674099644433216,1.076523419585044
190,424,E152.C,8.396320874826927,7.450226912687213,8.33923914104327,0.6741280895794262
191,424,E152.C,8.716272531230798,8.142689068728618,8.647363339752872,0.8510074838751507
192,424,E152.C,8.717094524319329,7.980010563100278,8.644568108483874,0.9521113848607712
193,424,E152.C,8.68327736170822,8.139308729342554,8.579017758544827,1.1631118449804063
194,424,E152.C,8.784285478941293,7.948399400162807,8.734506626584537,0.6868804555355581
195,424,E152.C,8.254914594543157,7.391757047774078,8.18756006104041,0.7447723141914793
196,424,E152.C,8.751162521652425,8.295094745011147,8.639636692990429,1.1593938304627471
197,424,E152.C,8.854248796957842,8.510735852378165,8.753067979350906,0.8633518312576172
198,424,E152.C,8.874504656821184,8.43368786651062,8.800820846545944,0.8261627737627748
199,424,E152.C,8.850475777377033,8.374387661923786,8.762773009002641,1.2824229130568057
200,424,E152.C,8.831471025331135,8.431723299792877,8.77161252760729,1.0111487745439263
201,424,E152.C,8.76215968632079,8.298164597163236,8.711996052857804,0.9214762377453383
202,424,E152.C,8.890814231715394,8.474906518143204,8.852195572125675,0.9239901252737468
203,424,E152.C,8.67715983500916,8.141375527309576,8.639193417496019,0.9444793739268675
204,424,E152.C,8.844974516265953,8.279014502455862,8.79947984280453,1.0420246676807494
205,424,E152.C,8.559880403913747,8.156750200603161,8.527544878604118,0.7778393195167439
206,424,E152.C,8.887341108014217,8.509831062568221,8.824895729000517,1.086711610027379
207,424,E152.C,8.937516273163945,8.388909413752097,8.882241417553635,0.9992772343152723
208,424,E152.C,8.828979736068764,8.488839973022772,8.764170506490302,1.3962120635833486
209,424,E152.C,8.822513624054155,8.234742616117195,8.796603965095574,0.9085104385897722
210,424,E152.C,8.80954684336815,8.402483131494444,8.798198474101735,0.651016982729189
211,424,E152.C,8.817016093680776,8.434698127216285,8.80076703165758,0.582034996258912
212,424,E152.C,9.034894260364638,8.722255221532683,8.980196600517742,0.8583056572947214
213,424,E152.C,9.088040193956614,8.70515528256826,9.08792761853914,0.3410631046346566
214,424,E152.C,9.273385614206349,8.9081446339168,9.25133170930937,0.8324482977530181
215,424,E152.C,9.150571359348069,8.794866093406203,9.137347123506627,0.7080682512962255
216,424,E152.C,8.943345129412684,8.582009401875633,8.931741607651762,0.6545560851092631
217,424,E152.C,8.851970584644672,8.33818519873992,8.809270120315002,0.9045594409824105
218,424,E152.C,8.972986896661443,8.63055894019176,8.950403432301218,0.9077261538198513
219,424,E152.C,8.829862778222914,8.24456774852239,8.814773077773765,0.9894806823481304
220,424,E152.C,8.855243911982734,8.500000724804567,8.855039411706016,0.3949191502300238
221,424,E152.C,9.042162941408836,8.643774934951455,9.03459314727378,0.6267328418354339
222,424,E152.C,8.961323990079302,8.459761359500206,8.941581168977756,0.7893249045833102
223,424,E152.C,9.331362286033457,8.928297147660157,9.304820481732767,0.8709525197994736
224,424,E152.C,9.109893709366023,8.726085990247725,9.03177687256127,1.209896537813549
225,424,E152.C,8.934231624192465,8.433173712853275,8.920288806156009,0.726628519918691
226,424,E152.C,9.186843198166825,8.683161351299665,9.166361669143955,0.6849798907300908
227,424,E152.C,8.771513638899021,8.350538193637174,8.725213918389652,0.9780592387230627
228,424,E152.C,8.587102237242222,8.08375816897125,8.573778082392208,0.7166896255522772
229,424,E152.C,8.731369651631438,8.142259961538857,8.718532264267107,0.7645536766509906
230,424,E152.C,8.7234082510605,8.095932922941016,8.702077074732856,0.7424230978738819
231,424,E152.C,8.81352197722329,8.279038050713604,8.806798682698142,0.6552320284221622
232,424,E152.C,9.229342939089943,8.809468493728478,9.211982161894184,0.6424131070005359
233,424,E152.C,8.760671535782237,8.335880623960259,8.753102398407158,0.5359363191213049
234,424,E152.C,9.079784659618637,8.484470876520458,9.07080537243079,0.555141245101467
235,424,E152.C,8.943794182580017,8.574329565916658,8.915667686283735,0.897216368733865
236,424,E152.C,8.850905758079755,8.500851560591535,8.797874149111342,1.1167601652754797
237,424,E152.C,8.97500297643786,8.5641536052792,8.96613211927254,0.6242608926723676
238,424,E152.C,8.992438662552601,8.651242943080803,8.959723539712103,0.9052427416454378
239,424,E152.C,8.807824069218888,8.367949023765105,8.800646207927073,0.6265126689567495
240,424,E152.C,8.867577305741865,8.639197158048088,8.852252584055261,0.8077586457200567
241,424,E152.C,8.873902076633955,8.47811294276886,8.851195477061374,0.7885411289717155
242,424,E152.C,8.962301919726682,8.503552907185236,8.947950728353147,0.7231600087555279
243,424,E152.C,9.02683341487286,8.66874033445682,9.006227802629166,0.6158710971642307
244,424,E152.C,9.089367141604818,8.686472302540567,9.075692600347987,0.7288348709031709
245,424,E152.C,9.11351957730866,8.725496510024604,9.100864475946038,0.6399300360298952
246,424,E152.C,8.950415021106979,8.57075084170822,8.911043408762957,0.9101289895073421
247,424,E152.C,9.10406482751738,8.521054411473012,9.10134345537361,0.23597674015401537
248,424,E152.C,9.140092441595387,8.728950152487306,9.129651796911833,0.583866972498015
249,424,E152.C,8.962852518602311,8.628682397257663,8.938282656264809,0.6405046630634388
250,424,E152.C,8.73732466842948,8.204869469393204,8.712220555237067,0.9518399088798759
251,424,E152.C,9.08525204743922,8.434239043557964,9.076399264521864,0.7433363844410223
252,424,E152.C,9.014177456934387,8.685097611274749,9.014071390187468,0.48896929368216036
253,424,E152.C,8.82482906945252,8.441406627585332,8.81710021931825,0.8604588275332503
254,424,E152.C,8.81755939082616,8.385902845240265,8.785104587850936,1.0074942500664008
255,424,E152.C,8.823681044032096,8.441551717067002,8.818972824444458,0.47799891046035725
256,424,E152.C,8.674141853627223,8.080691267431993,8.672344363895146,0.5255130565244315
257,424,E152.C,8.837462750971465,8.552981491637116,8.837361253243461,0.4625780234894705
258,424,E152.C,8.940922883032153,8.583703676510439,8.924656307854091,0.7597148745606432
259,424,E152.C,9.05421717697621,8.624122121210231,9.032103012255984,0.827245183053023
260,424,E152.C,9.013204661692846,8.545771578061242,8.989023380991645,0.8663977765486095
261,424,E152.C,8.94660215521557,8.424041298621253,8.940992460591879,0.5604977312639079
262,424,E152.C,9.08267128992666,8.722945717611776,9.074787579194581,0.7485621315423714
263,424,E152.C,8.937330204750413,8.541984695505576,8.937278922094665,0.35734046325630686
264,424,E152.C,8.82282145508425,8.293986852482014,8.819648040727847,0.499732205871112
265,424,E152.C,8.961473148303078,8.590028959183181,8.960731349718673,0.4720188498111497
266,424,E152.C,8.935092452507774,8.532498124661842,8.919502731588643,0.8072849771133406
267,424,E152.C,8.952420416867925,8.652594858954043,8.95202471386385,0.42610189101664275
268,424,E152.C,8.915896494753046,8.453970580437906,8.908197290343974,0.7714454689330381
269,424,E152.C,8.855960397301097,8.386683110554243,8.827885871096559,0.7579539080101227
270,424,E152.C,9.217026046066458,8.676118946811178,9.1962526752633,0.6976957974337097
271,424,E152.C,8.74941595748591,8.090410928350082,8.728554984548703,0.6497805933209833
272,424,E152.C,8.871483491436896,8.376467128973818,8.8648872591933,0.579673550061699
273,424,E152.C,8.958959060314102,8.632554978522753,8.954828407735894,0.32224305042458923
274,424,E152.C,9.055800777429944,8.599692351349406,9.047071897287585,0.5516345692865912
275,424,E152.C,9.10482907611657,8.729046966974124,9.097431569972084,0.5816780642053487
276,424,E152.C,8.864022206143014,8.465467392950021,8.835907636640568,0.9110441222633483
277,424,E152.C,9.191133123392156,8.878576379910362,9.165514637839893,0.8953943997896232
278,424,E152.C,8.794426543093827,8.507583993212274,8.778069429888594,0.7356480511008385
279,424,E152.C,8.768321650686998,8.120893915149686,8.759772052284362,0.6400039512441396
280,424,E152.C,8.761652239333943,8.367183064837556,8.74683979713698,0.746614106975116
281,424,E152.C,8.945388413207642,8.492530485991727,8.915729527952566,0.9807510647552959
282,424,E152.C,9.146694120197282,8.795277381579847,9.13376670501519,0.5936561384635439
283,424,E152.C,8.806760260025468,8.451555454687025,8.77012778660904,0.9042486414863475
284,424,E152.C,8.93140301886323,8.51274696326538,8.90654668899318,0.81043482482211
285,424,E152.C,8.83065746978464,8.449873589314906,8.769005775603416,1.2133533923254731
286,424,E152.C,8.99738470883335,8.618592200263013,8.979648832174206,0.6893837967493113
287,424,E152.C,8.535524346392554,8.051094886192779,8.468269535861145,0.9631978895749569
288,424,E152.C,8.633082855772013,8.226601916093138,8.624141631356832,0.5173167404015118
289,424,E152.C,8.973767298349198,8.64731431241657,8.900135209221878,1.3130787206239916
290,424,E152.C,8.698920259223467,7.916237752667516,8.65882444688076,0.944154810601816
291,424,E152.C,8.577670906795019,7.969467095997236,8.544666049412307,0.9994310089491165
292,424,E152.C,8.952231461180192,8.518150331198738,8.93353450417349,0.847251947189946
293,424,E152.C,8.5322135298056,7.812998014830357,8.492503827617204,0.8903581050142861
294,424,E152.C,8.747420721868325,8.06889548728766,8.734144635509889,0.6223058925696705
295,424,E152.C,8.568755222366597,7.722340137866288,8.556762985928726,0.6897979838442012
296,424,E152.C,8.605257621206206,8.003441850160616,8.55938133019157,1.0582357685892276
297,424,E152.C,8.426283608130918,7.495254313261447,8.372605739638068,0.8421817512005134
298,424,E152.C,8.632891845494656,8.090859221247348,8.58206212305001,1.1211755528445195
299,424,E152.C,8.619295921439587,8.028026521616793,8.577033556868402,0.938127259477028
300,424,E152.C,8.79702696490233,8.387275243070569,8.713397598010747,1.0837444928066304
301,424,E152.C,9.017398293821163,8.488453287901285,8.960230975452243,1.104183465032662
302,424,E152.C,8.78377495391985,8.272648482312743,8.726703992405024,0.9987114574403648
303,424,E152.C,8.803575701273724,8.447936961056993,8.721258161915882,1.0608883708493693
304,424,E152.C,8.682034406395926,8.236963332613911,8.627299871600062,1.0130890135392718
305,424,E152.C,8.53940021169519,7.936680847157702,8.48894377116766,0.8847036928455481
306,424,E152.C,8.991258764361541,8.590405985089493,8.94180668159819,0.9080722391691012
307,424,E152.C,8.730788571367825,7.997094853451336,8.697355114879459,0.7285593698190382
308,424,E152.C,8.706877287598326,7.912429194679211,8.684566604692979,0.6764836398506731
309,424,E152.C,8.81453855269699,8.175504889150746,8.726628815911669,1.16620657721775
310,424,E152.C,8.676106166944864,8.159045429708891,8.607474987762775,1.0431795440229905
311,424,E152.C,8.676675126717523,7.9409882878633145,8.61930537678606,1.0334878204424172
312,424,E152.C,8.792317977831198,8.413823792010446,8.733952615677547,0.8184578227854757
313,424,E152.C,8.814204317116584,8.411128143723786,8.741155831392101,0.9076173997592321
314,424,E152.C,8.700150334108349,8.133503747750861,8.60045964617047,1.1334610771728109
315,424,E152.C,8.812469044220695,8.349617946019444,8.76944651132219,0.9898698702200193
316,424,E152.C,8.795735838185957,8.45964218373023,8.713408379643129,1.1620946666190974
317,424,E152.C,9.088126000384046,8.683728128297442,9.061463627937842,0.693232251086215
318,424,E152.C,8.918704196030562,8.313701119922191,8.829977630930268,1.0841328349621762
319,424,E152.C,8.737913203917998,8.28484063051467,8.637465775414325,1.0736054051701416
320,424,E152.C,8.912450353964145,8.420806182933504,8.838802246284649,0.8194691543978507
321,424,E152.C,8.981333451256612,8.348685439062962,8.933613629207272,1.0209085585183146
322,424,E152.C,8.875186143840715,8.507438341355407,8.798930229233665,1.1211459853846293
323,424,E152.C,8.580331973533093,8.024067329889833,8.51552688708772,0.9603586964072406
324,424,E152.C,8.650218215105113,8.03525679251134,8.5809661938778,1.1177686853025648
325,424,E152.C,8.599079599171823,7.975672262393816,8.562310081245071,0.8392061311736825
326,424,E152.C,9.019462527259291,8.405764398029683,8.961528037798093,0.8386931018869888
327,424,E152.C,8.717089080403431,8.136484660951778,8.66916594279695,0.8636120276524082
328,424,E152.C,8.740339685039155,8.160485892137409,8.682615019356179,1.1741535128620626
329,424,E152.C,8.872997923483688,8.357829142306924,8.804416225195652,1.1329874827234079
330,424,E152.C,8.846950821120478,8.324853635362267,8.803420531500798,0.9042742406373918
