start,end,duration,num_ions,ions
22,46,25,1,2400_1
47,95,49,2,"2400_1, 2399_1"
96,96,1,1,2400_1
97,118,22,2,"2400_1, 2399_1"
119,120,2,1,2400_1
121,131,11,2,"2400_1, 2399_1"
132,133,2,3,"2400_1, 2399_1, 2398_1"
134,180,47,2,"2400_1, 2398_1"
181,187,7,3,"2400_1, 2399_1, 2398_1"
188,197,10,2,"2400_1, 2398_1"
198,227,30,3,"2400_1, 2399_1, 2398_1"
228,230,3,2,"2399_1, 2398_1"
231,246,16,3,"2400_1, 2399_1, 2398_1"
247,248,2,2,"2400_1, 2398_1"
249,383,135,3,"2400_1, 2399_1, 2398_1"
384,386,3,2,"2400_1, 2398_1"
387,506,120,3,"2400_1, 2399_1, 2398_1"
507,507,1,2,"2399_1, 2398_1"
508,552,45,3,"2400_1, 2399_1, 2398_1"
553,553,1,2,"2399_1, 2398_1"
554,565,12,3,"2400_1, 2399_1, 2398_1"
566,571,6,2,"2400_1, 2399_1"
572,593,22,3,"2400_1, 2399_1, 2397_1"
594,594,1,4,"2400_1, 2276_1, 2399_1, 2397_1"
595,618,24,3,"2276_1, 2399_1, 2397_1"
619,619,1,2,"2399_1, 2276_1"
620,622,3,3,"2276_1, 2399_1, 2397_1"
623,624,2,4,"2276_1, 2520_1, 2399_1, 2397_1"
625,641,17,3,"2276_1, 2399_1, 2397_1"
642,646,5,4,"2276_1, 2520_1, 2399_1, 2397_1"
647,647,1,3,"2520_1, 2399_1, 2397_1"
648,677,30,4,"2276_1, 2520_1, 2399_1, 2397_1"
678,687,10,3,"2520_1, 2399_1, 2276_1"
688,692,5,4,"2276_1, 2520_1, 2399_1, 2397_1"
693,699,7,3,"2276_1, 2520_1, 2397_1"
700,707,8,4,"2223_1, 2276_1, 2520_1, 2397_1"
708,734,27,3,"2223_1, 2520_1, 2397_1"
735,777,43,4,"2223_1, 2520_1, 2391_1, 2397_1"
778,787,10,3,"2223_1, 2520_1, 2397_1"
788,788,1,3,"2223_1, 2333_1, 2397_1"
789,794,6,4,"2223_1, 2333_1, 2247_1, 2397_1"
795,798,4,3,"2223_1, 2333_1, 2397_1"
799,804,6,4,"2372_1, 2223_1, 2333_1, 2397_1"
805,806,2,5,"2397_1, 2223_1, 2333_1, 2372_1, 2231_1"
807,819,13,4,"2372_1, 2223_1, 2333_1, 2397_1"
820,888,69,3,"2372_1, 2333_1, 2397_1"
889,889,1,4,"2372_1, 2223_1, 2333_1, 2397_1"
890,938,49,3,"2372_1, 2333_1, 2397_1"
939,946,8,4,"2372_1, 2333_1, 2381_1, 2397_1"
947,950,4,3,"2372_1, 2333_1, 2397_1"
951,959,9,4,"2372_1, 2223_1, 2333_1, 2397_1"
960,962,3,3,"2372_1, 2333_1, 2397_1"
963,969,7,4,"2372_1, 2343_1, 2333_1, 2397_1"
970,1170,201,3,"2372_1, 2343_1, 2333_1"
1171,1186,16,4,"2372_1, 2343_1, 2333_1, 2334_1"
1187,1191,5,3,"2372_1, 2333_1, 2334_1"
1192,1198,7,4,"2372_1, 2230_1, 2333_1, 2334_1"
1199,1202,4,5,"2334_1, 2230_1, 2515_1, 2333_1, 2372_1"
1203,1207,5,4,"2372_1, 2230_1, 2333_1, 2334_1"
1208,1215,8,5,"2280_1, 2334_1, 2230_1, 2333_1, 2372_1"
1216,1217,2,4,"2372_1, 2333_1, 2280_1, 2334_1"
1218,1219,2,5,"2280_1, 2334_1, 2515_1, 2333_1, 2372_1"
1220,1222,3,4,"2372_1, 2333_1, 2280_1, 2334_1"
1223,1225,3,5,"2280_1, 2334_1, 2230_1, 2333_1, 2372_1"
1226,1243,18,4,"2372_1, 2333_1, 2280_1, 2334_1"
1244,1244,1,3,"2372_1, 2334_1, 2280_1"
1245,1248,4,4,"2372_1, 2333_1, 2280_1, 2334_1"
